envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
493	5241000	5241000	5601000	5481000	5001000	4881000	
494	5238000	5238000	5598000	5478000	4998000	4878000	
495	5259000	5235000	5595000	5475000	5115000	4875000	
496	5256000	5232000	5592000	5472000	5112000	4872000	
497	5253000	5229000	5589000	5469000	5109000	4869000	
498	5274000	5226000	5586000	5586000	5106000	4866000	
499	5319000	5223000	5583000	5583000	5223000	4983000	
500	5340000	5220000	5580000	5580000	5220000	5100000	
501	5337000	5217000	5577000	5577000	5217000	5097000	
502	5382000	5214000	5574000	5694000	5334000	5094000	
503	5403000	5211000	5571000	5691000	5331000	5211000	
504	5400000	5208000	5568000	5688000	5328000	5208000	
505	5397000	5205000	5565000	5685000	5325000	5205000	
506	5394000	5202000	5562000	5682000	5322000	5202000	
507	5391000	5199000	5559000	5679000	5319000	5199000	
508	5436000	5316000	5556000	5676000	5436000	5196000	
509	5433000	5313000	5553000	5673000	5433000	5193000	
510	5454000	5310000	5670000	5670000	5430000	5190000	
511	5475000	5307000	5667000	5667000	5547000	5187000	
512	5472000	5304000	5664000	5664000	5544000	5184000	
513	5469000	5301000	5661000	5661000	5541000	5181000	
514	5514000	5298000	5778000	5658000	5538000	5298000	
515	5535000	5295000	5775000	5655000	5655000	5295000	
516	5556000	5412000	5772000	5652000	5652000	5292000	
517	5577000	5409000	5769000	5649000	5769000	5289000	
518	5598000	5406000	5766000	5646000	5766000	5406000	
519	5619000	5403000	5763000	5643000	5763000	5523000	
520	5616000	5400000	5760000	5640000	5760000	5520000	
521	5637000	5397000	5757000	5637000	5757000	5637000	
522	5658000	5394000	5874000	5634000	5754000	5634000	
523	5655000	5391000	5871000	5631000	5751000	5631000	
524	5652000	5388000	5868000	5628000	5748000	5628000	
525	5673000	5505000	5865000	5625000	5745000	5625000	
526	5718000	5502000	5982000	5742000	5742000	5622000	
527	5715000	5499000	5979000	5739000	5739000	5619000	
528	5736000	5496000	5976000	5856000	5736000	5616000	
529	5757000	5613000	5973000	5853000	5733000	5613000	
